farm_id,farm_name,region,crop_type,acreage,log_acreage,ffmi_score,tier,tier_classification,pillar_1_smart_farming,pillar_2_renewable_energy,pillar_3_food_safety,pillar_4_climate_resilience,pillar_5_business_performance,pillar_6_human_capital,pillar_7_market_access,pillar_8_investment_readiness,priority_gap_depth,pillar_variance,climate_shock_index,market_volatility_index,historical_delta_ffmi,previous_ffmi_score,vulnerability_score,risk_label,risk_category
0392601d-b3c3-55b5-9158-bba0b010932a,Kakamega Dairy Farm #0472,Western Kenya,Dairy,3.89,1.5872,5.4,2,Emerging Agribusiness,0.24,0.16,0.12,0.56,0.16,0.16,0.28,0.12,0.12,0.137,0.3262,0.3293,-0.5601,5.9601,0.6289,2,High Risk
312ea422-2c91-5f9d-a01a-efe381920131,Nandi Potatoes Farm #0473,Rift Valley,Potatoes,1.65,0.9746,5.64,2,Emerging Agribusiness,0.2,0.16,0.44,0.44,0.08,0.28,0.12,0.16,0.08,0.1303,0.2861,0.3266,1.6346,4.0054,0.563,2,High Risk
86506231-0ad0-5c3f-bcc8-4fa0627417db,Makueni Mangoes Farm #0474,Eastern Semi-Arid,Mangoes,1.47,0.9042,5.52,2,Emerging Agribusiness,0.2,0.2,0.36,0.48,0.12,0.24,0.12,0.12,0.12,0.1212,0.7012,0.5991,-1.1196,6.6396,0.7325,2,High Risk
0b0a4437-6093-57d1-99d2-a508192af50a,Busia Dairy Farm #0475,Western Kenya,Dairy,3.74,1.556,5.76,2,Emerging Agribusiness,0.32,0.2,0.2,0.52,0.16,0.2,0.2,0.12,0.12,0.1183,0.3572,0.3754,1.3674,4.3926,0.5539,2,High Risk
7d17dfe9-2583-56fa-97e7-dee95961e27b,Trans Nzoia Maize Farm #0476,Rift Valley,Maize,3.36,1.4725,5.28,2,Emerging Agribusiness,0.24,0.12,0.24,0.44,0.12,0.4,0.04,0.16,0.04,0.1311,0.2471,0.4235,-0.8952,6.1752,0.7057,2,High Risk
d3296490-357a-5cd9-9154-c8422f4be2de,Kilifi Fish Farming Farm #0477,Coastal Lowlands,Fish Farming,2.82,1.3403,4.44,5,Future Ready Farm,0.16,0.28,0.12,0.4,0.12,0.16,0.12,0.12,0.12,0.0958,0.8124,0.5063,-0.19,4.63,0.6933,2,High Risk
f553b64d-b32d-5e15-8769-920f3e08d23c,Kisumu Dairy Farm #0478,Western Kenya,Dairy,1.77,1.0188,12.84,3,Structured Farm,0.64,0.6,0.52,0.76,0.52,0.36,0.52,0.36,0.36,0.1264,0.3846,0.4604,1.6993,11.1407,0.4384,1,Medium Risk
6703552a-462b-56ba-a02b-f564d5c71a1d,Kericho Maize Farm #0479,Rift Valley,Maize,9.8,2.3795,11.76,3,Structured Farm,0.6,0.56,0.52,0.52,0.44,0.64,0.56,0.08,0.08,0.1646,0.3122,0.4406,4.3661,7.3939,0.4043,2,High Risk
3c6fa12f-ab59-5cb2-8a01-b98c8c639861,Nakuru Horticulture Farm #0480,Rift Valley,Horticulture,0.5,0.4055,4.44,5,Future Ready Farm,0.16,0.2,0.12,0.32,0.16,0.2,0.12,0.2,0.12,0.0598,0.2016,0.283,-0.4119,4.8519,0.5302,2,High Risk
99d7838e-49ce-55b4-80c9-0f784b3d4ca4,Embu Avocado Farm #0481,Central Highlands,Avocado,2.59,1.2782,5.04,2,Emerging Agribusiness,0.12,0.16,0.32,0.52,0.12,0.2,0.16,0.08,0.08,0.1353,0.092,0.1584,1.4947,3.5453,0.5329,2,High Risk
51b48a65-d463-50e3-aa09-8d228cf2b24c,Taita Taveta Vegetables Farm #0482,Coastal Lowlands,Vegetables,1.81,1.0332,5.4,2,Emerging Agribusiness,0.16,0.32,0.16,0.52,0.16,0.24,0.2,0.04,0.04,0.1341,0.4785,0.5745,-0.4809,5.8809,0.675,2,High Risk
e3ec1dc9-d08a-5bb1-aa8c-5a51692bdb27,Kakamega Maize Farm #0483,Western Kenya,Maize,14.28,2.7265,11.52,3,Structured Farm,0.4,0.48,0.68,0.6,0.4,0.44,0.56,0.28,0.28,0.12,0.2825,0.4147,3.391,8.129,0.4199,1,Medium Risk
12a2e828-c1b8-5e72-b580-0b3fe1d9c267,Kirinyaga Avocado Farm #0484,Central Highlands,Avocado,3.36,1.4725,6.24,2,Emerging Agribusiness,0.24,0.2,0.28,0.56,0.16,0.36,0.16,0.12,0.12,0.1342,0.4231,0.4515,0.0461,6.1939,0.652,2,High Risk
447326b7-63cb-51c2-bc12-35d17aae158f,Meru Dairy Farm #0485,Central Highlands,Dairy,3.73,1.5539,5.88,2,Emerging Agribusiness,0.12,0.36,0.16,0.64,0.0,0.28,0.2,0.2,0.0,0.1794,0.2667,0.3315,-0.0717,5.9517,0.6372,2,High Risk
2c6ee904-6aa8-5507-9919-1bf343c7ca90,Siaya Horticulture Farm #0486,Western Kenya,Horticulture,2.75,1.3218,6.48,2,Emerging Agribusiness,0.24,0.44,0.24,0.6,0.16,0.28,0.16,0.04,0.04,0.1646,0.5276,0.4172,0.9441,5.5359,0.6266,2,High Risk
fe61155f-202b-5c4c-b475-1a69670bd066,Murang'a Horticulture Farm #0487,Central Highlands,Horticulture,0.68,0.5188,4.56,5,Future Ready Farm,0.08,0.12,0.4,0.44,0.04,0.36,0.04,0.04,0.04,0.1658,0.3115,0.269,-0.1077,4.6677,0.692,2,High Risk
9a104887-03c8-5c82-b6bc-55fbcf193e63,Kakamega Dairy Farm #0488,Western Kenya,Dairy,3.62,1.5304,5.16,2,Emerging Agribusiness,0.12,0.16,0.2,0.6,0.12,0.24,0.2,0.08,0.08,0.1535,0.2805,0.3662,0.0986,5.0614,0.5831,2,High Risk
0dbf227f-c977-5c80-a962-99fc4705732d,Machakos Pigeon Peas Farm #0489,Eastern Semi-Arid,Pigeon Peas,9.22,2.3243,11.16,3,Structured Farm,0.36,0.44,0.36,0.56,0.52,0.56,0.48,0.44,0.36,0.0747,0.6912,0.4902,1.1521,10.0079,0.4834,1,Medium Risk
e1c2619c-d990-55d1-bf60-46d90dec6a0f,Nakuru Tea Farm #0490,Rift Valley,Tea,1.97,1.0886,13.44,3,Structured Farm,0.64,0.52,0.44,0.72,0.64,0.56,0.56,0.4,0.4,0.1,0.5352,0.2119,2.6066,10.8334,0.4308,1,Medium Risk
7eb7bbe7-122d-53e2-87fe-ab937037c61c,Taita Taveta Cashew Farm #0491,Coastal Lowlands,Cashew,12.26,2.5848,12.0,3,Structured Farm,0.52,0.36,0.4,0.64,0.56,0.68,0.44,0.4,0.36,0.1114,0.6135,0.4782,2.6033,9.3967,0.5449,1,Medium Risk
c566d35b-7b60-5227-a60b-19622a947ba2,Vihiga Poultry Farm #0492,Western Kenya,Poultry,2.21,1.1663,12.24,3,Structured Farm,0.6,0.44,0.68,0.56,0.32,0.64,0.44,0.4,0.32,0.1196,0.2112,0.3006,4.4366,7.8034,0.3052,1,Medium Risk
5110914a-d10f-5d62-b5f3-72afd1f97299,Taita Taveta Cashew Farm #0493,Coastal Lowlands,Cashew,4.93,1.78,12.96,3,Structured Farm,0.52,0.44,0.64,0.72,0.52,0.68,0.44,0.36,0.36,0.12,0.4967,0.4345,4.0797,8.8803,0.4431,1,Medium Risk
5e5f447e-9ded-578c-a50a-68c04c4d263c,Siaya Cassava Farm #0494,Western Kenya,Cassava,2.47,1.2442,5.52,2,Emerging Agribusiness,0.32,0.32,0.16,0.44,0.12,0.2,0.24,0.04,0.04,0.1196,0.1158,0.2913,0.5965,4.9235,0.5402,2,High Risk
72d5abbb-009e-575e-b902-daa44b9f70e4,Taita Taveta Fish Farming Farm #0495,Coastal Lowlands,Fish Farming,8.89,2.2915,11.04,3,Structured Farm,0.44,0.44,0.52,0.6,0.44,0.52,0.4,0.32,0.32,0.08,0.573,0.588,1.522,9.518,0.534,1,Medium Risk
501f0bf7-c805-5831-8639-f0ed66aecaf8,Kitui Livestock Farm #0496,Eastern Semi-Arid,Livestock,6.48,2.0122,11.88,3,Structured Farm,0.4,0.44,0.64,0.6,0.56,0.52,0.32,0.48,0.32,0.0999,0.6312,0.585,1.4015,10.4785,0.5594,1,Medium Risk
b3925f45-7819-5b11-b568-2f3f56cbcadb,Embu Horticulture Farm #0497,Central Highlands,Horticulture,4.09,1.6273,5.88,2,Emerging Agribusiness,0.2,0.16,0.28,0.6,0.24,0.12,0.16,0.2,0.12,0.142,0.05,0.1637,-0.9983,6.8783,0.5755,2,High Risk
d98be75c-3e2d-591c-a56f-46f27eb40e82,Tharaka Nithi Green Grams Farm #0498,Eastern Semi-Arid,Green Grams,5.75,1.9095,11.52,3,Structured Farm,0.56,0.32,0.44,0.68,0.52,0.48,0.52,0.32,0.32,0.1131,0.7323,0.6434,1.383,10.137,0.5769,1,Medium Risk
5948643b-6e1e-536b-8dd4-d37555601d31,Kwale Cashew Farm #0499,Coastal Lowlands,Cashew,2.51,1.2556,6.24,2,Emerging Agribusiness,0.32,0.16,0.24,0.64,0.24,0.2,0.16,0.12,0.12,0.1549,0.3396,0.39,1.4925,4.7475,0.63,2,High Risk
5d213b3f-806b-57d7-ac51-ba11e74a4e52,Kericho Wheat Farm #0500,Rift Valley,Wheat,6.41,2.0028,10.92,3,Structured Farm,0.6,0.4,0.36,0.64,0.32,0.56,0.36,0.4,0.32,0.1165,0.5042,0.5048,0.744,10.176,0.5389,1,Medium Risk
763d0300-3489-590b-a962-9c510176a35a,Kericho Maize Farm #0501,Rift Valley,Maize,5.87,1.9272,11.16,3,Structured Farm,0.44,0.56,0.52,0.52,0.48,0.48,0.32,0.4,0.32,0.0719,0.44,0.3245,3.5293,7.6307,0.4946,1,Medium Risk
af1689c4-8674-5194-9469-348d51e7df0f,Meru Horticulture Farm #0502,Central Highlands,Horticulture,9.18,2.3204,20.88,5,Future Ready Farm,0.88,0.84,0.84,0.88,0.8,0.92,1.0,0.8,0.8,0.0624,0.2131,0.4411,1.6656,19.2144,0.2133,0,Low Risk
cff2e7f0-3b92-53cf-8238-8d91742a6262,Busia Horticulture Farm #0503,Western Kenya,Horticulture,18.99,2.9952,19.92,4,Investment Ready Farm,0.88,0.76,0.88,0.8,0.8,0.84,0.88,0.8,0.76,0.0436,0.3138,0.3064,2.0794,17.8406,0.2022,0,Low Risk
f3d84e34-6fd4-519f-85b2-cd2274b3dc49,Kisumu Maize Farm #0504,Western Kenya,Maize,6.64,2.0334,11.04,3,Structured Farm,0.68,0.44,0.56,0.44,0.48,0.48,0.36,0.24,0.24,0.1217,0.2998,0.5255,3.0761,7.9639,0.4481,2,High Risk
6a0ecc08-4069-5d21-9f04-76d830aa50aa,Busia Cassava Farm #0505,Western Kenya,Cassava,7.8,2.1748,12.72,3,Structured Farm,0.48,0.48,0.6,0.8,0.48,0.48,0.48,0.44,0.44,0.1109,0.3112,0.1847,3.9916,8.7284,0.418,1,Medium Risk
e14c07f0-51a6-5df6-8070-e1e8dba2eb8d,Taita Taveta Vegetables Farm #0506,Coastal Lowlands,Vegetables,11.88,2.5557,11.76,3,Structured Farm,0.52,0.36,0.56,0.76,0.48,0.56,0.4,0.28,0.28,0.1382,0.4361,0.6208,0.8354,10.9246,0.5421,1,Medium Risk
b2af5f71-5443-530b-b163-0672e5cd7a4b,Murang'a Horticulture Farm #0507,Central Highlands,Horticulture,2.18,1.1569,6.96,2,Emerging Agribusiness,0.24,0.12,0.44,0.6,0.16,0.36,0.32,0.08,0.08,0.1646,0.1201,0.4516,1.6659,5.2941,0.5616,2,High Risk
74459781-ac05-50db-8318-4fc94ed68d52,Bungoma Poultry Farm #0508,Western Kenya,Poultry,7.92,2.1883,12.12,3,Structured Farm,0.4,0.44,0.56,0.72,0.56,0.56,0.44,0.36,0.36,0.1094,0.4887,0.2898,2.9124,9.2076,0.4567,1,Medium Risk
cc13146b-6535-5982-a17c-380eafffeaf5,Taita Taveta Cashew Farm #0509,Coastal Lowlands,Cashew,1.76,1.0152,6.0,2,Emerging Agribusiness,0.28,0.12,0.28,0.56,0.24,0.2,0.16,0.16,0.12,0.1292,0.6505,0.445,1.8294,4.1706,0.6091,2,High Risk
6a88a05e-d0d6-534a-86d4-899b18758efd,Embu Dairy Farm #0510,Central Highlands,Dairy,2.2,1.1632,5.04,2,Emerging Agribusiness,0.04,0.4,0.2,0.4,0.16,0.12,0.16,0.2,0.04,0.1196,0.1192,0.3574,0.3317,4.7083,0.6112,2,High Risk
8d2cc6f4-0055-58ea-8c18-de54a53de577,Nandi Dairy Farm #0511,Rift Valley,Dairy,1.46,0.9002,6.36,2,Emerging Agribusiness,0.36,0.2,0.2,0.56,0.12,0.36,0.2,0.12,0.12,0.1413,0.1872,0.1898,0.1455,6.2145,0.5163,2,High Risk
7c1cc152-c34c-5fb2-8c09-af87073573ff,Machakos Cowpeas Farm #0512,Eastern Semi-Arid,Cowpeas,9.79,2.3786,12.12,3,Structured Farm,0.56,0.44,0.6,0.72,0.48,0.6,0.36,0.28,0.28,0.1341,0.5396,0.3151,4.1561,7.9639,0.4793,1,Medium Risk
a591a307-0e2e-53f4-b02e-4fa77aa1f17c,Bungoma Cassava Farm #0513,Western Kenya,Cassava,2.58,1.2754,5.88,2,Emerging Agribusiness,0.12,0.16,0.28,0.68,0.24,0.24,0.08,0.16,0.08,0.176,0.3858,0.5038,-1.3788,7.2588,0.6073,2,High Risk
9f13d8a7-ae0d-5b57-92a6-81155c6459b6,Uasin Gishu Maize Farm #0514,Rift Valley,Maize,2.16,1.1506,6.0,2,Emerging Agribusiness,0.12,0.32,0.2,0.56,0.08,0.4,0.2,0.12,0.08,0.1546,0.2786,0.2813,0.8816,5.1184,0.567,2,High Risk
768d1856-b173-5bf6-9ba6-e521e49b6886,Kitui Pigeon Peas Farm #0515,Eastern Semi-Arid,Pigeon Peas,2.95,1.3737,6.36,2,Emerging Agribusiness,0.24,0.2,0.2,0.56,0.28,0.28,0.24,0.12,0.12,0.1216,0.5284,0.5507,-0.9365,7.2965,0.6754,2,High Risk
a35d712c-a69d-5f1b-9c5f-062c79852263,Tharaka Nithi Sorghum Farm #0516,Eastern Semi-Arid,Sorghum,4.36,1.679,5.52,2,Emerging Agribusiness,0.2,0.24,0.2,0.48,0.08,0.24,0.28,0.12,0.08,0.1127,0.6288,0.604,-0.0711,5.5911,0.6561,2,High Risk
b6cf1fbb-fa11-517c-a1c0-83fb661648d5,Kericho Dairy Farm #0517,Rift Valley,Dairy,2.63,1.2892,5.52,2,Emerging Agribusiness,0.12,0.24,0.08,0.64,0.16,0.28,0.2,0.12,0.08,0.167,0.2597,0.2294,0.4365,5.0835,0.5739,2,High Risk
8ac42d0c-26a9-5c48-91b7-65eaf46e5d4e,Kisumu Maize Farm #0518,Western Kenya,Maize,4.86,1.7681,11.4,3,Structured Farm,0.24,0.36,0.64,0.64,0.48,0.56,0.52,0.36,0.24,0.1348,0.3072,0.3874,1.2319,10.1681,0.4095,2,High Risk
ba9f6ea8-0f6b-5c8e-9179-fd616ed1421e,Kitui Livestock Farm #0519,Eastern Semi-Arid,Livestock,2.13,1.141,6.0,2,Emerging Agribusiness,0.16,0.24,0.36,0.56,0.12,0.32,0.16,0.08,0.08,0.148,0.5132,0.4295,1.7315,4.2685,0.6561,2,High Risk
8d5b8365-9982-5968-a207-04604ebd16a5,Uasin Gishu Horticulture Farm #0520,Rift Valley,Horticulture,5.03,1.7967,11.16,3,Structured Farm,0.32,0.36,0.6,0.68,0.4,0.56,0.6,0.2,0.2,0.1574,0.3973,0.305,2.2849,8.8751,0.494,2,High Risk
de6bc714-0b75-5328-ac26-4fd4bc70db15,Bungoma Maize Farm #0521,Western Kenya,Maize,14.01,2.7087,19.56,4,Investment Ready Farm,0.96,0.8,0.96,0.64,0.84,0.72,0.92,0.68,0.64,0.1182,0.2207,0.3972,4.4948,15.0652,0.2676,0,Low Risk
8513f354-9bee-5803-a056-4748bc6362b2,Makueni Cowpeas Farm #0522,Eastern Semi-Arid,Cowpeas,1.93,1.075,5.4,2,Emerging Agribusiness,0.28,0.16,0.36,0.48,0.16,0.28,0.04,0.04,0.04,0.1441,0.6931,0.6462,0.3548,5.0452,0.674,2,High Risk
c332763f-beed-56bc-a74b-14f52e05ced9,Makueni Pigeon Peas Farm #0523,Eastern Semi-Arid,Pigeon Peas,1.22,0.7975,5.52,2,Emerging Agribusiness,0.12,0.16,0.12,0.6,0.2,0.32,0.24,0.08,0.08,0.1572,0.7696,0.5226,-0.5909,6.1109,0.7534,2,High Risk
27e64be3-68ae-5642-9dfe-245274e48a92,Taita Taveta Fish Farming Farm #0524,Coastal Lowlands,Fish Farming,4.17,1.6429,12.36,3,Structured Farm,0.64,0.36,0.6,0.72,0.48,0.56,0.44,0.32,0.32,0.1303,0.3575,0.3639,4.2144,8.1456,0.429,1,Medium Risk
ed3d957f-aa87-5062-a96a-be53fc6f6d9e,Bungoma Poultry Farm #0525,Western Kenya,Poultry,3.3,1.4586,6.6,2,Emerging Agribusiness,0.36,0.2,0.2,0.52,0.16,0.48,0.16,0.12,0.12,0.1462,0.1195,0.3233,-0.6669,7.2669,0.5961,2,High Risk
c837f387-80da-5c44-bdc4-c78c0a3b820a,Bungoma Horticulture Farm #0526,Western Kenya,Horticulture,1.94,1.0784,5.64,2,Emerging Agribusiness,0.2,0.2,0.2,0.48,0.2,0.2,0.28,0.12,0.12,0.1009,0.1634,0.2642,0.5437,5.0963,0.5619,2,High Risk
beb47044-3352-5a88-98ff-6bd606caa7a8,Kirinyaga Coffee Farm #0527,Central Highlands,Coffee,31.81,3.4907,20.52,5,Future Ready Farm,0.96,0.76,0.96,0.76,0.84,0.88,0.92,0.76,0.76,0.0823,0.05,0.2697,2.2951,18.2249,0.2143,0,Low Risk
0ef673d5-0948-51c1-825a-43c5b9ce9c4e,Uasin Gishu Potatoes Farm #0528,Rift Valley,Potatoes,27.86,3.3625,20.88,5,Future Ready Farm,0.84,0.8,0.88,0.88,0.88,0.84,0.96,0.88,0.8,0.0436,0.1769,0.1628,3.8272,17.0528,0.1017,0,Low Risk
5ae18f38-0a2e-541a-beff-3c4ae9afb7cf,Meru Dairy Farm #0529,Central Highlands,Dairy,13.01,2.6398,12.48,3,Structured Farm,0.48,0.44,0.64,0.76,0.6,0.44,0.44,0.36,0.36,0.1249,0.4236,0.2046,1.3303,11.1497,0.3896,1,Medium Risk
7bd41146-78c7-516e-b198-0b9285f9273e,Vihiga Cassava Farm #0530,Western Kenya,Cassava,2.09,1.1282,6.36,2,Emerging Agribusiness,0.16,0.24,0.4,0.68,0.16,0.16,0.2,0.12,0.12,0.1766,0.2468,0.409,1.32,5.04,0.5537,2,High Risk
50795050-2c1e-5db2-a3e7-1cc888499744,Lamu Coconut Farm #0531,Coastal Lowlands,Coconut,5.3,1.8405,11.52,3,Structured Farm,0.52,0.36,0.48,0.56,0.48,0.6,0.36,0.48,0.36,0.08,0.5737,0.5213,0.7823,10.7377,0.6388,2,High Risk
ae7f10e1-0d09-57f0-861b-442227ef8014,Kiambu Coffee Farm #0532,Central Highlands,Coffee,8.21,2.2203,12.24,3,Structured Farm,0.48,0.4,0.6,0.76,0.32,0.56,0.44,0.52,0.32,0.1261,0.4068,0.5157,0.7771,11.4629,0.5094,1,Medium Risk
64540a46-2010-5abb-8f02-3944986afd1d,Tharaka Nithi Sorghum Farm #0533,Eastern Semi-Arid,Sorghum,1.87,1.0543,5.28,2,Emerging Agribusiness,0.16,0.16,0.16,0.76,0.12,0.2,0.12,0.08,0.08,0.2069,0.6354,0.4026,0.2852,4.9948,0.6337,2,High Risk
28c0f5f1-bd91-5e1f-9212-fa0c9f763f68,Siaya Dairy Farm #0534,Western Kenya,Dairy,7.74,2.1679,13.44,3,Structured Farm,0.48,0.4,0.56,0.72,0.56,0.76,0.52,0.48,0.4,0.1149,0.4235,0.2728,4.2895,9.1505,0.4146,1,Medium Risk
cada0f77-5b77-54a3-bedb-1a3533cabb55,Lamu Fish Farming Farm #0535,Coastal Lowlands,Fish Farming,3.49,1.5019,6.0,2,Emerging Agribusiness,0.24,0.24,0.32,0.48,0.2,0.2,0.28,0.04,0.04,0.1162,0.5546,0.6214,0.4919,5.5081,0.6087,2,High Risk
e0fc70dc-c336-5312-906e-12b11974e7f4,Tharaka Nithi Pigeon Peas Farm #0536,Eastern Semi-Arid,Pigeon Peas,1.07,0.7275,4.32,5,Future Ready Farm,0.08,0.16,0.08,0.52,0.12,0.28,0.16,0.04,0.04,0.1456,0.752,0.5451,1.1028,3.2172,0.7526,2,High Risk
3875d388-425c-5500-89d2-3b817467ec10,Busia Dairy Farm #0537,Western Kenya,Dairy,10.25,2.4204,11.04,3,Structured Farm,0.56,0.36,0.48,0.64,0.52,0.32,0.48,0.32,0.32,0.1095,0.2824,0.2567,3.5412,7.4988,0.4205,1,Medium Risk
ab5118be-9d72-512f-9a5c-ddc4b811c6e9,Embu Horticulture Farm #0538,Central Highlands,Horticulture,3.7,1.5476,4.92,5,Future Ready Farm,0.2,0.08,0.2,0.56,0.08,0.16,0.2,0.16,0.08,0.142,0.05,0.3573,1.266,3.654,0.4558,2,High Risk
693561a8-fdab-50d5-8e3d-65c600998b03,Nakuru Maize Farm #0539,Rift Valley,Maize,1.23,0.802,5.88,2,Emerging Agribusiness,0.2,0.12,0.2,0.72,0.16,0.24,0.2,0.12,0.12,0.1838,0.3285,0.2767,-0.9304,6.8104,0.6304,2,High Risk
22dc9894-9911-5b69-bd26-faa4c5db7260,Uasin Gishu Potatoes Farm #0540,Rift Valley,Potatoes,7.98,2.195,11.52,3,Structured Farm,0.48,0.44,0.56,0.68,0.36,0.56,0.36,0.4,0.36,0.1058,0.1948,0.2531,3.6757,7.8443,0.3802,1,Medium Risk
27c3bdcd-9844-5ebf-8420-6bb1992d0a2e,Kakamega Maize Farm #0541,Western Kenya,Maize,17.19,2.9009,20.28,5,Future Ready Farm,0.88,0.72,0.8,0.88,0.92,0.88,0.92,0.76,0.72,0.0705,0.2997,0.5204,3.155,17.125,0.2433,0,Low Risk
319a0b8a-16b7-5d72-9b1e-3bb88b71e7c4,Kakamega Poultry Farm #0542,Western Kenya,Poultry,3.16,1.4255,11.28,3,Structured Farm,0.44,0.32,0.56,0.68,0.44,0.52,0.6,0.2,0.2,0.1453,0.409,0.4778,1.6387,9.6413,0.4932,2,High Risk
3119aadf-0c96-5993-8e0b-00913672fed8,Nandi Horticulture Farm #0543,Rift Valley,Horticulture,1.5,0.9163,12.24,3,Structured Farm,0.6,0.44,0.6,0.68,0.48,0.52,0.36,0.4,0.36,0.1034,0.5358,0.3672,1.5572,10.6828,0.5095,1,Medium Risk
8a1548d9-3f74-5b5b-88f1-717de3cd8206,Busia Cassava Farm #0544,Western Kenya,Cassava,12.0,2.5649,20.04,5,Future Ready Farm,0.72,0.92,0.92,0.8,0.84,0.88,0.88,0.72,0.72,0.076,0.3354,0.3335,1.7581,18.2819,0.2783,0,Low Risk
7bfaa6dd-cb28-54e6-9caf-12f6a26940ce,Siaya Cassava Farm #0545,Western Kenya,Cassava,2.09,1.1282,6.48,2,Emerging Agribusiness,0.2,0.28,0.36,0.56,0.32,0.2,0.12,0.12,0.12,0.1367,0.358,0.3979,-0.5508,7.0308,0.6019,2,High Risk
54a3a678-b23b-5fd5-a6ca-e437fc70b3da,Kitui Sorghum Farm #0546,Eastern Semi-Arid,Sorghum,1.63,0.967,6.96,2,Emerging Agribusiness,0.2,0.16,0.2,0.68,0.24,0.4,0.28,0.16,0.16,0.1646,0.8594,0.4558,-0.4771,7.4371,0.7238,2,High Risk
0becb2c8-3004-5297-b088-bca85793b066,Taita Taveta Cassava Farm #0547,Coastal Lowlands,Cassava,0.5,0.4055,4.56,5,Future Ready Farm,0.12,0.08,0.28,0.56,0.08,0.24,0.08,0.08,0.08,0.1584,0.5465,0.5062,-1.0944,5.6544,0.6938,2,High Risk
7b4ed74d-2e1f-5207-b8d2-bda3bfde0484,Kirinyaga Tea Farm #0548,Central Highlands,Tea,0.5,0.4055,5.76,2,Emerging Agribusiness,0.28,0.12,0.16,0.64,0.24,0.2,0.2,0.08,0.08,0.1625,0.3871,0.3766,0.9144,4.8456,0.6197,2,High Risk
87536790-7470-5898-a351-70a9be7019fd,Makueni Pigeon Peas Farm #0549,Eastern Semi-Arid,Pigeon Peas,7.23,2.1078,13.08,3,Structured Farm,0.52,0.6,0.68,0.72,0.52,0.32,0.56,0.44,0.32,0.1199,0.5954,0.6395,4.1609,8.9191,0.4759,1,Medium Risk
5045a45f-7ea1-563f-a59c-5e64729b2266,Trans Nzoia Wheat Farm #0550,Rift Valley,Wheat,0.5,0.4055,6.36,2,Emerging Agribusiness,0.2,0.32,0.36,0.64,0.08,0.16,0.24,0.12,0.08,0.1673,0.05,0.329,1.1798,5.1802,0.5281,2,High Risk
b975b184-2941-54a4-902e-dda952b37344,Kirinyaga Horticulture Farm #0551,Central Highlands,Horticulture,0.5,0.4055,5.52,2,Emerging Agribusiness,0.12,0.16,0.36,0.52,0.16,0.32,0.16,0.04,0.04,0.1466,0.2457,0.1178,-0.7895,6.3095,0.6156,2,High Risk
6d14603e-1eab-5f9e-b122-f0665dd49004,Tharaka Nithi Green Grams Farm #0552,Eastern Semi-Arid,Green Grams,2.34,1.206,5.28,2,Emerging Agribusiness,0.24,0.32,0.08,0.52,0.12,0.24,0.16,0.08,0.08,0.1386,0.7555,0.5522,-1.4225,6.7025,0.7371,2,High Risk
733036ea-f2aa-5a84-a6c0-59996a727343,Kiambu Avocado Farm #0553,Central Highlands,Avocado,0.74,0.5539,6.12,2,Emerging Agribusiness,0.24,0.12,0.24,0.64,0.24,0.36,0.16,0.04,0.04,0.1708,0.2705,0.4434,0.1582,5.9618,0.6217,2,High Risk
16458798-3114-541d-afd4-7b9dc1fe37d5,Taita Taveta Fish Farming Farm #0554,Coastal Lowlands,Fish Farming,31.56,3.4831,19.32,4,Investment Ready Farm,0.72,0.72,0.84,0.84,0.76,0.84,0.92,0.8,0.72,0.0646,0.5662,0.3586,2.7059,16.6141,0.3034,0,Low Risk
75d962b4-f3fa-591f-8a2c-2608697a6407,Murang'a Tea Farm #0555,Central Highlands,Tea,2.69,1.3056,5.88,2,Emerging Agribusiness,0.12,0.28,0.12,0.6,0.28,0.4,0.16,0.0,0.0,0.1771,0.05,0.3696,1.3288,4.5512,0.5054,2,High Risk
3e5b698c-5af9-597d-b4d6-0e92505ffdb8,Machakos Mangoes Farm #0556,Eastern Semi-Arid,Mangoes,0.69,0.5247,6.12,2,Emerging Agribusiness,0.16,0.2,0.36,0.72,0.04,0.32,0.16,0.08,0.04,0.2029,0.5979,0.4144,0.4206,5.6994,0.6572,2,High Risk
e1978193-e2ca-5c80-a7ca-15aca14b1499,Tharaka Nithi Livestock Farm #0557,Eastern Semi-Arid,Livestock,1.85,1.0473,6.24,2,Emerging Agribusiness,0.4,0.32,0.28,0.48,0.08,0.12,0.28,0.12,0.08,0.1342,0.6749,0.4542,0.9981,5.2419,0.7431,2,High Risk
b8cbbfea-5a68-57ef-9419-1373d915d67a,Nakuru Tea Farm #0558,Rift Valley,Tea,3.01,1.3888,5.16,2,Emerging Agribusiness,0.08,0.08,0.32,0.56,0.08,0.24,0.32,0.04,0.04,0.1684,0.2805,0.3911,1.2466,3.9134,0.6549,2,High Risk
9ea37e5b-9081-50b5-9973-a9ac7b02b81f,Nakuru Wheat Farm #0559,Rift Valley,Wheat,9.6,2.3609,12.72,3,Structured Farm,0.44,0.48,0.44,0.6,0.48,0.72,0.64,0.44,0.44,0.1015,0.3438,0.4118,4.3957,8.3243,0.4334,1,Medium Risk
77e9106a-5265-5fa4-999b-5b0e10557dae,Kwale Cashew Farm #0560,Coastal Lowlands,Cashew,2.22,1.1694,5.04,2,Emerging Agribusiness,0.12,0.28,0.08,0.56,0.16,0.28,0.12,0.08,0.08,0.152,0.586,0.4278,-1.2209,6.2609,0.6589,2,High Risk
